seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	CD13_BM_01	CD13_BM_03	CD13_BM_12	CD13_BM_18	CD14_PB_01	CD14_PB_03	CD14_PB_06	CD14_PB_09	CD14_PB_12	CD14_PB_18	CD15_BM_01	CD15_BM_03	CD15_BM_12	CD15_BM_18	CD15_PB_01	CD15_PB_03	CD15_PB_06	CD15_PB_09	CD15_PB_12	CD15_PB_18	CD19_BM_01	CD19_BM_03	CD19_BM_12	CD19_BM_18	CD19_PB_01	CD19_PB_03	CD19_PB_06	CD19_PB_09	CD19_PB_12	CD19_PB_18	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD3_BM_01	CD3_BM_03	CD3_BM_12	CD3_BM_18	CD3_PB_01	CD3_PB_03	CD3_PB_06	CD3_PB_09	CD3_PB_12	CD3_PB_18	CD56_BM_03	CD56_BM_12	CD56_BM_18	CD56_PB_01	CD56_PB_03	CD56_PB_06	CD56_PB_09	CD56_PB_12	CD56_PB_18	CD61_BM_12	CD61_BM_18	CFC_BM_00	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_PB_06	CFC_PB_09	CFC_PB_12	GLY_BM_03	GLY_BM_12	GLY_BM_18	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	WHOLE.BM_BM_01	WHOLE.BM_BM_03	WHOLE.BM_BM_06	WHOLE.BM_BM_12	WHOLE.BM_BM_18	WHOLE.PB_PB_01	WHOLE.PB_PB_03	WHOLE.PB_PB_06	WHOLE.PB_PB_09	WHOLE.PB_PB_12	WHOLE.PB_PB_18
chr1	35559539	35559539	1	+	ZMYM1	+	FALSE	FALSE																																																																								6																			
chr1	35756128	35756128	1	-	ZMYM4	+	FALSE	FALSE																									183																																																																		
chr1	35780942	35780942	1	-	ZMYM4	+	FALSE	FALSE																																																												135																															
chr1	35809246	35809246	1	-	ZMYM4	+	FALSE	FALSE					188																																																																																						
chr1	35810257	35810257	1	+	ZMYM4	+	FALSE	FALSE																																1																																																											
chr1	35813050	35813050	1	+	ZMYM4	+	FALSE	FALSE																																		744																																																									
chr1	35823449	35823449	1	-	ZMYM4	+	FALSE	FALSE																																																																					609																						
chr1	35853034	35853034	1	-	ZMYM4	+	FALSE	FALSE																																																																					920																						
chr1	35863341	35863341	1	+	ZMYM4	+	FALSE	FALSE																																		813																																																									
chr1	35885288	35885288	1	-	ZMYM4	+	FALSE	FALSE																																																					1																																						
chr1	35946785	35946785	1	+	KIAA0319L	-	FALSE	FALSE																																																													1868																														
chr1	36015211	36015211	1	-	KIAA0319L	-	FALSE	FALSE																																																									2				1045																					2711									
chr1	36202300	36202300	1	+	CLSPN	-	FALSE	FALSE																																																																																							13				
chr1	36216685	36216685	1	-	CLSPN	-	FALSE	FALSE																					3																																																																						
chr1	36315730	36315730	1	-	AGO4	+	FALSE	FALSE																																																																																		997									
chr1	36375165	36375165	1	+	AGO1	+	FALSE	FALSE					148																																																																																						
chr1	36437320	36437320	1	+	AGO3	+	FALSE	FALSE															4001																																																																												
chr1	36437595	36437595	1	+	AGO3	+	FALSE	FALSE																																														8029																																													
chr1	36445570	36445570	1	-	AGO3	+	FALSE	FALSE																																																																												718															
chr1	36446441	36446441	1	-	AGO3	+	FALSE	FALSE																																																																																				2825							
chr1	36451014	36451014	1	+	AGO3	+	FALSE	FALSE																																																																																				2895							
chr1	36469009	36469009	1	-	AGO3	+	FALSE	FALSE																																																																																									1		
