#Root Gene: Cl_chr1:0,200000000	 Tot. Edges: 15440
#Edge	Weight	Prob ( > 0 )	Cis/Trans
KIAA1751--ARHGEF16	0.287131	0.226690	CIS
KIAA1751--GABRD	0.277908	0.077673	CIS
KIAA1751--BSDC1	0.295926	0.368793	CIS
KIAA1751--GRHL3	0.295824	0.367139	CIS
KIAA1751--PLA2G2D	0.296491	0.377923	CIS
KIAA1751--GPBP1L1	0.295741	0.365796	CIS
KIAA1751--TMEM69	0.295741	0.365796	CIS
KIAA1751--PLCH2	0.282499	0.151837	CIS
KIAA1751--PRDM16	0.282499	0.151837	CIS
KIAA1751--WDTC1	0.296670	0.380816	CIS
KIAA1751--TPRG1L	0.287131	0.226690	CIS
KIAA1751--WRAP73	0.287131	0.226690	CIS
KIAA1751--PHC2	0.298300	0.407140	CIS
KIAA1751--DNAJC8	0.295537	0.362507	CIS
KIAA1751--SKI	0.282499	0.151837	CIS
KIAA1751--AJAP1	0.287405	0.231106	CIS
KIAA1751--VPS13D	0.286582	0.217809	CIS
KIAA1751--MORN1	0.282499	0.151837	CIS
KIAA1751--MFN2	0.286582	0.217809	CIS
KIAA1751--MIIP	0.286582	0.217809	CIS
KIAA1751--TP73	0.287131	0.226690	CIS
KIAA1751--MEGF6	0.287131	0.226690	CIS
KIAA1751--SMAP2	0.289660	0.267552	CIS
KIAA1751--ROR1	0.289307	0.261848	CIS
GABRD--TPRG1L	0.287131	0.226690	CIS
GABRD--C1orf86	0.282499	0.151837	CIS
GABRD--MORN1	0.282499	0.151837	CIS
GABRD--PRKCZ	0.282499	0.151837	CIS
GABRD--MFN2	0.286582	0.217809	CIS
GABRD--MIIP	0.286582	0.217809	CIS
GABRD--GABRD	0.277908	0.077673	CIS
GABRD--TP73	0.287131	0.226690	CIS
GABRD--SKI	0.282499	0.151837	CIS
GABRD--MEGF6	0.287131	0.226690	CIS
GABRD--SMAP2	0.289660	0.267552	CIS
GABRD--ROR1	0.289307	0.261848	CIS
PRKCZ--PRKCZ	0.282499	0.151837	CIS
PRKCZ--C1orf86	0.282499	0.151837	CIS
PRKCZ--MMEL1	0.282499	0.151837	CIS
PRKCZ--SKI	0.282499	0.151837	CIS
PRKCZ--DNAJC11	0.287644	0.234970	CIS
PRKCZ--SCMH1	0.292826	0.318693	CIS
PRKCZ--LRRC41	0.295741	0.365796	CIS
PRKCZ--MORN1	0.282499	0.151837	CIS
PRKCZ--PRDM16	0.287131	0.226690	CIS
PRKCZ--FBXO2	0.285852	0.206013	CIS
PRKCZ--FBXO44	0.285852	0.206013	CIS
PRKCZ--PADI2	0.293801	0.334457	CIS
PRKCZ--NPHP4	0.289973	0.272610	CIS
PRKCZ--MAGI3	0.276559	0.055876	CIS
PRKCZ--AKR7A2	0.292861	0.319268	CIS
PRKCZ--ARID1A	0.301570	0.459987	CIS
PRKCZ--MEGF6	0.291874	0.303316	CIS
PRKCZ--RER1	0.287165	0.227226	CIS
PRKCZ--PEX10	0.287165	0.227226	CIS
PRKCZ--PANK4	0.287165	0.227226	CIS
PRKCZ--CEP104	0.291874	0.303316	CIS
PRKCZ--ARHGEF16	0.291874	0.303316	CIS
PRKCZ--TPRG1L	0.291874	0.303316	CIS
PRKCZ--WRAP73	0.291874	0.303316	CIS
PRKCZ--TTC34	0.287165	0.227226	CIS
PRKCZ--ALPL	0.310158	0.598739	CIS
PRKCZ--ARHGEF19	0.293701	0.332831	CIS
PRKCZ--ERRFI1	0.293067	0.322598	CIS
PRKCZ--LRRC38	0.294930	0.352703	CIS
PRKCZ--UBR4	0.297698	0.397422	CIS
PRKCZ--HES5	0.287165	0.227226	CIS
PRKCZ--TNFRSF14	0.287165	0.227226	CIS
PRKCZ--NFYC	0.297662	0.396838	CIS
C1orf86--RER1	0.287165	0.227226	CIS
C1orf86--PEX10	0.287165	0.227226	CIS
C1orf86--C1orf86	0.287165	0.227226	CIS
C1orf86--SKI	0.287165	0.227226	CIS
C1orf86--ERRFI1	0.293067	0.322598	CIS
C1orf86--LRRC38	0.294930	0.352703	CIS
C1orf86--PRDM16	0.291874	0.303316	CIS
C1orf86--UBR4	0.297698	0.397422	CIS
C1orf86--HES5	0.287165	0.227226	CIS
C1orf86--TNFRSF14	0.287165	0.227226	CIS
C1orf86--NFYC	0.297662	0.396838	CIS
C1orf86--HSPG2	0.300659	0.445254	CIS
C1orf86--ZBTB40	0.300659	0.445254	CIS
C1orf86--CEP104	0.291874	0.303316	CIS
C1orf86--MORN1	0.287165	0.227226	CIS
SKI--SKI	0.287165	0.227226	CIS
SKI--CELA2A	0.291656	0.299791	CIS
SKI--PRDM16	0.291874	0.303316	CIS
SKI--CSMD2	0.303643	0.493473	CIS
SKI--ARHGEF16	0.291874	0.303316	CIS
SKI--PLCH2	0.287165	0.227226	CIS
SKI--SDHB	0.298654	0.412863	CIS
SKI--PAFAH2	0.296699	0.381273	CIS
SKI--FOXJ3	0.298363	0.408171	CIS
SKI--AJAP1	0.292152	0.307804	CIS
SKI--KDM1A	0.301804	0.463767	CIS
SKI--TP73	0.291874	0.303316	CIS
SKI--NOL9	0.292395	0.311732	CIS
SKI--PHF13	0.292395	0.311732	CIS
SKI--DNAJC11	0.292395	0.311732	CIS
SKI--ARID1A	0.301570	0.459987	CIS
SKI--EPB41	0.300515	0.442937	CIS
SKI--PANK4	0.287165	0.227226	CIS
SKI--RER1	0.287165	0.227226	CIS
SKI--PEX10	0.287165	0.227226	CIS
SKI--TGFBR3	0.281262	0.131863	CIS
SKI--HES5	0.287165	0.227226	CIS
SKI--TNFRSF14	0.287165	0.227226	CIS
SKI--MEGF6	0.291874	0.303316	CIS
SKI--BRDT	0.281262	0.131863	CIS
SKI--MORN1	0.287165	0.227226	CIS
SKI--TTC34	0.287165	0.227226	CIS
SKI--SLC9A1	0.301570	0.459987	CIS
SKI--TAS1R2	0.297698	0.397422	CIS
SKI--MMEL1	0.287165	0.227226	CIS
SKI--SPEN	0.293701	0.332831	CIS
SKI--EPHX4	0.281262	0.131863	CIS
SKI--COL16A1	0.300814	0.447766	CIS
SKI--PRDM2	0.293971	0.337203	CIS
SKI--EPHB2	0.301804	0.463767	CIS
SKI--DNAJC16	0.291656	0.299791	CIS
SKI--AGMAT	0.291656	0.299791	CIS
MORN1--MORN1	0.287165	0.227226	CIS
MORN1--DNALI1	0.301429	0.457706	CIS
MORN1--TRIM63	0.296699	0.381273	CIS
MORN1--MINOS1	0.297698	0.397422	CIS
MORN1--C1orf151-NBL1	0.297698	0.397422	CIS
MORN1--MACF1	0.300774	0.447124	CIS
MORN1--RER1	0.287165	0.227226	CIS
MORN1--PEX10	0.287165	0.227226	CIS
MORN1--PRDM16	0.291874	0.303316	CIS
MORN1--PLCH2	0.287165	0.227226	CIS
MORN1--MMEL1	0.287165	0.227226	CIS
MORN1--TTC34	0.287165	0.227226	CIS
MORN1--MEGF6	0.291874	0.303316	CIS
MORN1--ARID1A	0.301570	0.459987	CIS
MORN1--SLC25A34	0.293701	0.332831	CIS
MORN1--TMEM82	0.293701	0.332831	CIS
MORN1--HES5	0.287165	0.227226	CIS
MORN1--TNFRSF14	0.287165	0.227226	CIS
MORN1--NBPF1	0.293701	0.332831	CIS
MORN1--FAM213B	0.287165	0.227226	CIS
MORN1--SELRC1	0.297484	0.393965	CIS
RER1--FAM213B	0.287165	0.227226	CIS
RER1--MMEL1	0.287165	0.227226	CIS
RER1--SELRC1	0.297484	0.393965	CIS
RER1--PLCH2	0.287165	0.227226	CIS
RER1--RER1	0.287165	0.227226	CIS
RER1--PEX10	0.287165	0.227226	CIS
RER1--PRDM16	0.291874	0.303316	CIS
RER1--PTPRF	0.297956	0.401594	CIS
RER1--AJAP1	0.292152	0.307804	CIS
RER1--ACTRT2	0.287165	0.227226	CIS
PEX10--PEX10	0.287165	0.227226	CIS
PEX10--PRDM16	0.291874	0.303316	CIS
PEX10--PTPRF	0.297956	0.401594	CIS
PEX10--PLCH2	0.287165	0.227226	CIS
PEX10--AJAP1	0.292152	0.307804	CIS
PEX10--ACTRT2	0.287165	0.227226	CIS
PLCH2--PLCH2	0.287165	0.227226	CIS
PLCH2--FAM213B	0.287165	0.227226	CIS
PLCH2--MMEL1	0.287165	0.227226	CIS
PLCH2--HES5	0.287165	0.227226	CIS
PLCH2--TNFRSF14	0.287165	0.227226	CIS
PLCH2--CEP104	0.291874	0.303316	CIS
PLCH2--MTOR	0.290573	0.282297	CIS
PLCH2--TTC34	0.287165	0.227226	CIS
PLCH2--ACOT7	0.292395	0.311732	CIS
PLCH2--CELA2A	0.291656	0.299791	CIS
PLCH2--VPS13D	0.291315	0.294288	CIS
PLCH2--JAK1	0.293142	0.323803	CIS
PLCH2--CAMTA1	0.292395	0.311732	CIS
PLCH2--WASF2	0.301570	0.459987	CIS
PLCH2--HIVEP3	0.298363	0.408171	CIS
PLCH2--ARHGEF10L	0.298654	0.412863	CIS
PLCH2--ACTRT2	0.287165	0.227226	CIS
PLCH2--MEGF6	0.291874	0.303316	CIS
PLCH2--PRDM16	0.291874	0.303316	CIS
PLCH2--DFFB	0.291874	0.303316	CIS
PLCH2--WRAP73	0.291874	0.303316	CIS
PLCH2--TP73	0.291874	0.303316	CIS
PANK4--CEP104	0.291874	0.303316	CIS
PANK4--DFFB	0.291874	0.303316	CIS
PANK4--PRDM16	0.291874	0.303316	CIS
PANK4--TTC34	0.287165	0.227226	CIS
PANK4--DHRS3	0.291315	0.294288	CIS
PANK4--CAMTA1	0.292395	0.311732	CIS
PANK4--TP73	0.291874	0.303316	CIS
HES5--HES5	0.287165	0.227226	CIS
HES5--TNFRSF14	0.287165	0.227226	CIS
HES5--PRDM16	0.291874	0.303316	CIS
HES5--MMEL1	0.287165	0.227226	CIS
HES5--FAM213B	0.287165	0.227226	CIS
HES5--C1orf174	0.291874	0.303316	CIS
HES5--CAMTA1	0.292395	0.311732	CIS
HES5--TTC34	0.287165	0.227226	CIS
HES5--MEGF6	0.291874	0.303316	CIS
HES5--KCNAB2	0.292395	0.311732	CIS
HES5--ARHGEF16	0.291874	0.303316	CIS
HES5--CEP104	0.291874	0.303316	CIS
TNFRSF14--TNFRSF14	0.287165	0.227226	CIS
TNFRSF14--PRDM16	0.291874	0.303316	CIS
TNFRSF14--MMEL1	0.287165	0.227226	CIS
TNFRSF14--FAM213B	0.287165	0.227226	CIS
TNFRSF14--C1orf174	0.291874	0.303316	CIS
TNFRSF14--CAMTA1	0.292395	0.311732	CIS
TNFRSF14--TTC34	0.287165	0.227226	CIS
TNFRSF14--MEGF6	0.291874	0.303316	CIS
TNFRSF14--KCNAB2	0.292395	0.311732	CIS
TNFRSF14--ARHGEF16	0.291874	0.303316	CIS
TNFRSF14--CEP104	0.291874	0.303316	CIS
FAM213B--CELA3A	0.300659	0.445254	CIS
FAM213B--USP24	0.295638	0.364135	CIS
FAM213B--CLCNKA	0.293701	0.332831	CIS
FAM213B--CASZ1	0.295675	0.364731	CIS
FAM213B--TTC34	0.287165	0.227226	CIS
MMEL1--CELA3A	0.300659	0.445254	CIS
MMEL1--USP24	0.295638	0.364135	CIS
MMEL1--CLCNKA	0.293701	0.332831	CIS
MMEL1--CASZ1	0.295675	0.364731	CIS
MMEL1--TTC34	0.287165	0.227226	CIS
MMEL1--CAMTA1	0.292395	0.311732	CIS
TTC34--ST3GAL3	0.297956	0.401594	CIS
TTC34--TTC34	0.287165	0.227226	CIS
TTC34--DHDDS	0.296699	0.381273	CIS
TTC34--NBPF3	0.310158	0.598739	CIS
TTC34--ACOT7	0.292395	0.311732	CIS
TTC34--PTCHD2	0.290573	0.282297	CIS
TTC34--TAS1R2	0.297698	0.397422	CIS
TTC34--PRDM16	0.287165	0.227226	CIS
TTC34--TPRG1L	0.291874	0.303316	CIS
TTC34--PADI1	0.298654	0.412863	CIS
TTC34--AMPD2	0.285302	0.197137	CIS
TTC34--ACTRT2	0.287165	0.227226	CIS
TTC34--H6PD	0.300956	0.450061	CIS
TTC34--ICMT	0.292395	0.311732	CIS
TTC34--TP73	0.291874	0.303316	CIS
TTC34--ZBTB17	0.293701	0.332831	CIS
TTC34--KCNAB2	0.292395	0.311732	CIS
TTC34--MEGF6	0.291874	0.303316	CIS
ACTRT2--PRDM16	0.291874	0.303316	CIS
ACTRT2--CASZ1	0.295675	0.364731	CIS
ACTRT2--AJAP1	0.292152	0.307804	CIS
ACTRT2--TPRG1L	0.291874	0.303316	CIS
ACTRT2--KCNAB2	0.292395	0.311732	CIS
ACTRT2--MEGF6	0.291874	0.303316	CIS
PRDM16--ARHGEF16	0.291874	0.303316	CIS
PRDM16--PRDM16	0.291874	0.303316	CIS
PRDM16--CSMD2	0.303643	0.493473	CIS
PRDM16--MEGF6	0.291874	0.303316	CIS
PRDM16--S100PBP	0.303227	0.486746	CIS
PRDM16--WRAP73	0.291874	0.303316	CIS
PRDM16--CEP104	0.291874	0.303316	CIS
PRDM16--SPSB1	0.300956	0.450061	CIS
PRDM16--TPRG1L	0.296660	0.380654	CIS
PRDM16--KCNAB2	0.297190	0.389208	CIS
PRDM16--AJAP1	0.296943	0.385216	CIS
PRDM16--AHCYL1	0.289981	0.272733	CIS
PRDM16--KAZN	0.296439	0.377071	CIS
PRDM16--C1orf130	0.305641	0.525763	CIS
PRDM16--CDCA8	0.306373	0.537576	CIS
PRDM16--NEGR1	0.297891	0.400544	CIS
PRDM16--PADI4	0.303552	0.491997	CIS
PRDM16--MAST2	0.305556	0.524375	CIS
PRDM16--TP73	0.296660	0.380654	CIS
PRDM16--IGSF21	0.298887	0.416638	CIS
PRDM16--HIVEP3	0.303256	0.487229	CIS
PRDM16--CLIC4	0.303614	0.493001	CIS
PRDM16--PER3	0.296871	0.384052	CIS
PRDM16--UBE4B	0.300524	0.443076	CIS
PRDM16--CSF3R	0.304306	0.504193	CIS
PRDM16--ACOT7	0.297190	0.389208	CIS
PRDM16--GLIS1	0.303106	0.484790	CIS
PRDM16--ESPN	0.297190	0.389208	CIS
PRDM16--TNFRSF25	0.297190	0.389208	CIS
PRDM16--PLEKHG5	0.297190	0.389208	CIS
PRDM16--NOL9	0.297190	0.389208	CIS
PRDM16--EPHB2	0.306754	0.543736	CIS
PRDM16--GJB4	0.301516	0.459101	CIS
PRDM16--MINOS1	0.302580	0.476304	CIS
PRDM16--C1orf151-NBL1	0.302580	0.476304	CIS
PRDM16--DDI2	0.296439	0.377071	CIS
PRDM16--TARDBP	0.295338	0.359291	CIS
PRDM16--EDN2	0.302544	0.475709	CIS
PRDM16--UBR4	0.302580	0.476304	CIS
PRDM16--CDA	0.306331	0.536905	CIS
PRDM16--ZYG11B	0.302363	0.472789	CIS
PRDM16--NBPF1	0.298517	0.410653	CIS
PRDM16--PDE4B	0.299400	0.424919	CIS
PRDM16--DFFB	0.296660	0.380654	CIS
ARHGEF16--KCNAB2	0.297190	0.389208	CIS
ARHGEF16--MEGF6	0.296660	0.380654	CIS
ARHGEF16--ARHGEF16	0.296660	0.380654	CIS
ARHGEF16--TP73	0.296660	0.380654	CIS
ARHGEF16--AJAP1	0.296943	0.385216	CIS
ARHGEF16--CAMTA1	0.297190	0.389208	CIS
ARHGEF16--MRPL37	0.303106	0.484790	CIS
ARHGEF16--TPRG1L	0.296660	0.380654	CIS
ARHGEF16--CHD5	0.297190	0.389208	CIS
ARHGEF16--ARHGEF10L	0.303552	0.491997	CIS
MEGF6--TNFRSF8	0.296092	0.371478	CIS
MEGF6--CEP104	0.296660	0.380654	CIS
MEGF6--MEGF6	0.296660	0.380654	CIS
MEGF6--AJAP1	0.296943	0.385216	CIS
MEGF6--TP73	0.296660	0.380654	CIS
MEGF6--THRAP3	0.304306	0.504193	CIS
MEGF6--DFFB	0.296660	0.380654	CIS
MEGF6--WRAP73	0.296660	0.380654	CIS
MEGF6--TPRG1L	0.296660	0.380654	CIS
MEGF6--FAF1	0.301768	0.463172	CIS
MEGF6--GPR157	0.305892	0.529806	CIS
MEGF6--PAX7	0.302580	0.476304	CIS
MEGF6--KIAA2013	0.295338	0.359291	CIS
MEGF6--NOTCH2	0.290576	0.282351	CIS
MEGF6--TMEM59	0.303106	0.484790	CIS
MEGF6--TCEANC2	0.303106	0.484790	CIS
MEGF6--HSPG2	0.305589	0.524920	CIS
MEGF6--CSMD2	0.308623	0.573929	CIS
MEGF6--PLA2G2E	0.306331	0.536905	CIS
MEGF6--NPHP4	0.299597	0.428097	CIS
MEGF6--ATPAF1	0.303847	0.496770	CIS
MEGF6--EPHB2	0.306754	0.543736	CIS
MEGF6--PTCHD2	0.295338	0.359291	CIS
MEGF6--C1orf174	0.296660	0.380654	CIS
MEGF6--TMEM51	0.296439	0.377071	CIS
TPRG1L--WRAP73	0.296660	0.380654	CIS
TPRG1L--TPRG1L	0.296660	0.380654	CIS
TPRG1L--TP73	0.296660	0.380654	CIS
TPRG1L--KANK4	0.303830	0.496492	CIS
TPRG1L--FOXJ3	0.303256	0.487229	CIS
TPRG1L--AK2	0.308199	0.567092	CIS
TPRG1L--CASZ1	0.300524	0.443076	CIS
TPRG1L--CASQ2	0.288411	0.247367	CIS
TPRG1L--CAMTA1	0.297190	0.389208	CIS
TPRG1L--CEP104	0.296660	0.380654	CIS
TPRG1L--DFFB	0.296660	0.380654	CIS
TPRG1L--PEX14	0.300524	0.443076	CIS
TPRG1L--CSMD2	0.308623	0.573929	CIS
TPRG1L--NBPF1	0.298517	0.410653	CIS
TPRG1L--ZYG11A	0.302363	0.472789	CIS
WRAP73--WRAP73	0.296660	0.380654	CIS
WRAP73--TP73	0.296660	0.380654	CIS
WRAP73--NBPF1	0.298517	0.410653	CIS
WRAP73--ZYG11A	0.302363	0.472789	CIS
WRAP73--CSMD2	0.308623	0.573929	CIS
WRAP73--MAST2	0.305556	0.524375	CIS
TP73--TP73	0.296660	0.380654	CIS
TP73--MAST2	0.305556	0.524375	CIS
TP73--DHRS3	0.296092	0.371478	CIS
TP73--TCEB3	0.305641	0.525763	CIS
TP73--PTPRF	0.302843	0.480543	CIS
TP73--CEP104	0.296660	0.380654	CIS
TP73--DFFB	0.296660	0.380654	CIS
TP73--FOXJ3	0.303256	0.487229	CIS
TP73--CCDC27	0.296660	0.380654	CIS
TP73--UBE4B	0.300524	0.443076	CIS
TP73--NBPF1	0.298517	0.410653	CIS
TP73--GNAI3	0.289981	0.272733	CIS
TP73--NPHP4	0.299597	0.428097	CIS
TP73--C1orf174	0.296660	0.380654	CIS
TP73--MTOR	0.295338	0.359291	CIS
TP73--ANGPTL7	0.295338	0.359291	CIS
TP73--CHD5	0.297190	0.389208	CIS
TP73--ST3GAL3	0.302843	0.480543	CIS
CCDC27--ARHGEF19	0.298517	0.410653	CIS
CCDC27--CROCC	0.303552	0.491997	CIS
CCDC27--CEP104	0.296660	0.380654	CIS
CCDC27--DFFB	0.296660	0.380654	CIS
CCDC27--MACF1	0.305707	0.526820	CIS
CEP104--WNT4	0.305589	0.524920	CIS
CEP104--UBR4	0.302580	0.476304	CIS
CEP104--CEP104	0.296660	0.380654	CIS
CEP104--DFFB	0.296660	0.380654	CIS
CEP104--VAMP3	0.296871	0.384052	CIS
CEP104--C1orf174	0.296660	0.380654	CIS
CEP104--FBXO42	0.298517	0.410653	CIS
CEP104--GRIK3	0.302960	0.482433	CIS
CEP104--UTS2	0.296871	0.384052	CIS
CEP104--ORC1	0.300361	0.440444	CIS
CEP104--ICMT	0.297190	0.389208	CIS
CEP104--VPS13D	0.296092	0.371478	CIS
CEP104--CHD5	0.297190	0.389208	CIS
CEP104--PTCHD2	0.295338	0.359291	CIS
CEP104--KCNAB2	0.297190	0.389208	CIS
CEP104--AJAP1	0.296943	0.385216	CIS
CEP104--ASAP3	0.306754	0.543736	CIS
CEP104--PRDM2	0.298792	0.415096	CIS
CEP104--WDR47	0.294439	0.344763	CIS
CEP104--NPHP4	0.299597	0.428097	CIS
CEP104--AGBL4	0.307858	0.561580	CIS
CEP104--LZIC	0.305892	0.529806	CIS
CEP104--NMNAT1	0.305892	0.529806	CIS
CEP104--FAF1	0.304799	0.512159	CIS
DFFB--DFFB	0.296660	0.380654	CIS
DFFB--C1orf174	0.296660	0.380654	CIS
DFFB--CHD5	0.297190	0.389208	CIS
DFFB--PTCHD2	0.295338	0.359291	CIS
DFFB--KCNAB2	0.297190	0.389208	CIS
DFFB--AJAP1	0.296943	0.385216	CIS
DFFB--ASAP3	0.306754	0.543736	CIS
DFFB--PRDM2	0.298792	0.415096	CIS
DFFB--WDR47	0.294439	0.344763	CIS
DFFB--NPHP4	0.299597	0.428097	CIS
DFFB--AGBL4	0.307858	0.561580	CIS
DFFB--LZIC	0.305892	0.529806	CIS
DFFB--NMNAT1	0.305892	0.529806	CIS
DFFB--FAF1	0.304799	0.512159	CIS
C1orf174--C1orf174	0.296660	0.380654	CIS
C1orf174--CCDC30	0.306606	0.541354	CIS
C1orf174--GPR157	0.305892	0.529806	CIS
C1orf174--PDPN	0.299767	0.430851	CIS
C1orf174--ORC1	0.300361	0.440444	CIS
AJAP1--NMNAT1	0.300810	0.447697	CIS
AJAP1--VPS13D	0.296374	0.376031	CIS
AJAP1--FHAD1	0.296721	0.381630	CIS
AJAP1--AJAP1	0.297225	0.389782	CIS
AJAP1--NPHP4	0.299882	0.432704	CIS
AJAP1--PLA2G5	0.306623	0.541616	CIS
AJAP1--IGSF21	0.299172	0.421234	CIS
AJAP1--HMGCL	0.305932	0.530463	CIS
AJAP1--FBXO6	0.295619	0.363832	CIS
AJAP1--MAD2L2	0.295619	0.363832	CIS
AJAP1--H6PD	0.306183	0.534510	CIS
AJAP1--DHRS3	0.296374	0.376031	CIS
AJAP1--AADACL3	0.296374	0.376031	CIS
AJAP1--MTOR	0.295619	0.363832	CIS
AJAP1--ANGPTL7	0.295619	0.363832	CIS
AJAP1--UBIAD1	0.295619	0.363832	CIS
AJAP1--DAB1	0.305148	0.517799	CIS
AJAP1--LRRC38	0.300052	0.435460	CIS
AJAP1--EPHB2	0.307046	0.548453	CIS
AJAP1--KCNAB2	0.297473	0.393778	CIS
AJAP1--PEX14	0.300810	0.447697	CIS
AJAP1--CASZ1	0.300810	0.447697	CIS
AJAP1--ESPN	0.297473	0.393778	CIS
AJAP1--TNFRSF25	0.297473	0.393778	CIS
AJAP1--PLEKHG5	0.297473	0.393778	CIS
AJAP1--ACTL8	0.299172	0.421234	CIS
AJAP1--ROR1	0.299193	0.421574	CIS
AJAP1--INADL	0.304119	0.501164	CIS
AJAP1--PLA2G2D	0.306623	0.541616	CIS
AJAP1--GRIK3	0.303248	0.487092	CIS
AJAP1--DFFA	0.300810	0.447697	CIS
AJAP1--CLSTN1	0.306183	0.534510	CIS
AJAP1--RAB3B	0.300647	0.445063	CIS
AJAP1--PADI6	0.303840	0.496665	CIS
AJAP1--MAN1C1	0.301851	0.464527	CIS
AJAP1--CSMD2	0.308916	0.578675	CIS
NPHP4--CHD5	0.300131	0.436735	CIS
NPHP4--NPHP4	0.302562	0.476010	CIS
NPHP4--KCNAB2	0.300131	0.436735	CIS
NPHP4--EXOSC10	0.298261	0.406522	CIS
NPHP4--TMCO4	0.309363	0.585895	CIS
NPHP4--IGSF21	0.301846	0.464437	CIS
NPHP4--CAP1	0.302235	0.470732	CIS
NPHP4--ARHGEF10L	0.306556	0.540542	CIS
NPHP4--ACOT7	0.300131	0.436735	CIS
NPHP4--DAB1	0.307876	0.561865	CIS
NPHP4--CSF1	0.292851	0.319108	CIS
NPHP4--KLHL21	0.300131	0.436735	CIS
NPHP4--PER3	0.299809	0.431529	CIS
NPHP4--VPS13D	0.299023	0.418830	CIS
NPHP4--OTUD3	0.309363	0.585895	CIS
NPHP4--MTOR	0.298261	0.406522	CIS
NPHP4--MANEAL	0.309405	0.586572	CIS
NPHP4--USP48	0.308614	0.573791	CIS
NPHP4--AKIRIN1	0.308733	0.575710	CIS
NPHP4--GPR153	0.300131	0.436735	CIS
NPHP4--C1orf158	0.299023	0.418830	CIS
NPHP4--CAMTA1	0.300131	0.436735	CIS
NPHP4--VAMP3	0.299809	0.431529	CIS
NPHP4--KIAA2013	0.298261	0.406522	CIS
NPHP4--EPS15	0.307816	0.560904	CIS
NPHP4--ZCCHC11	0.303334	0.488479	CIS
NPHP4--PLEKHG5	0.300131	0.436735	CIS
NPHP4--DNAJC11	0.300131	0.436735	CIS
NPHP4--RPL22	0.300131	0.436735	CIS
NPHP4--ST3GAL3	0.305840	0.528975	CIS
NPHP4--ARTN	0.305840	0.528975	CIS
NPHP4--ESPN	0.300131	0.436735	CIS
NPHP4--TNFRSF25	0.300131	0.436735	CIS
NPHP4--ICMT	0.300131	0.436735	CIS
NPHP4--SLC2A5	0.308919	0.578725	CIS
NPHP4--CCDC30	0.309641	0.590388	CIS
NPHP4--PEX14	0.303498	0.491137	CIS
NPHP4--DHRS3	0.296621	0.380015	CIS
NPHP4--PAX7	0.303120	0.485028	CIS
NPHP4--OPRD1	0.305989	0.531372	CIS
NPHP4--OSBPL9	0.300897	0.449104	CIS
NPHP4--NFIA	0.303795	0.495929	CIS
NPHP4--RNF207	0.297720	0.397777	CIS
KCNAB2--PHF13	0.297720	0.397777	CIS
KCNAB2--RPL22	0.297720	0.397777	CIS
KCNAB2--RNF207	0.297720	0.397777	CIS
KCNAB2--KCNAB2	0.297720	0.397777	CIS
KCNAB2--ICMT	0.297720	0.397777	CIS
KCNAB2--PTCHD2	0.295865	0.367806	CIS
KCNAB2--CELA2A	0.296968	0.385618	CIS
KCNAB2--CELA2B	0.296968	0.385618	CIS
KCNAB2--GPR153	0.297720	0.397777	CIS
KCNAB2--KAZN	0.296968	0.385618	CIS
KCNAB2--CHD5	0.297720	0.397777	CIS
KCNAB2--TCEB3	0.306187	0.534576	CIS
KCNAB2--ESPN	0.297720	0.397777	CIS
KCNAB2--DNAJC11	0.297720	0.397777	CIS
KCNAB2--PIK3CD	0.306437	0.538626	CIS
KCNAB2--CLSTN1	0.306437	0.538626	CIS
KCNAB2--ROR1	0.299442	0.425597	CIS
KCNAB2--FHAD1	0.296968	0.385618	CIS
KCNAB2--PUM1	0.305434	0.522413	CIS
KCNAB2--CTNNBIP1	0.306437	0.538626	CIS
KCNAB2--IGSF21	0.299421	0.425256	CIS
KCNAB2--TAS1R1	0.297720	0.397777	CIS
KCNAB2--CAMTA1	0.297720	0.397777	CIS
KCNAB2--ACOT7	0.297720	0.397777	CIS
KCNAB2--C1orf135	0.302103	0.468585	CIS
KCNAB2--UBE4B	0.301060	0.451741	CIS
KCNAB2--C1orf144	0.299050	0.419260	CIS
KCNAB2--CA6	0.306437	0.538626	CIS
KCNAB2--TNFRSF25	0.297720	0.397777	CIS
KCNAB2--PLEKHG5	0.297720	0.397777	CIS
KCNAB2--NMNAT1	0.301060	0.451741	CIS
KCNAB2--PIK3R3	0.306101	0.533186	CIS
KCNAB2--LRRC38	0.300302	0.439494	CIS
KCNAB2--TAS1R2	0.303120	0.485028	CIS
KCNAB2--DHRS3	0.296621	0.380015	CIS
KCNAB2--NBPF1	0.299050	0.419260	CIS
KCNAB2--KIAA0319L	0.302054	0.467795	CIS
KCNAB2--NOL9	0.297720	0.397777	CIS
KCNAB2--SLC22A15	0.288926	0.255684	CIS
KCNAB2--WDTC1	0.307063	0.548732	CIS
CHD5--ACOT7	0.297720	0.397777	CIS
CHD5--RPL22	0.297720	0.397777	CIS
CHD5--RNF207	0.297720	0.397777	CIS
CHD5--CHD5	0.297720	0.397777	CIS
CHD5--KIAA0319L	0.302054	0.467795	CIS
CHD5--NOL9	0.297720	0.397777	CIS
CHD5--SLC22A15	0.288926	0.255684	CIS
CHD5--WDTC1	0.307063	0.548732	CIS
CHD5--ESPN	0.297720	0.397777	CIS
CHD5--TNFRSF25	0.297720	0.397777	CIS
CHD5--PLEKHG5	0.297720	0.397777	CIS
