#Edge	Score	Prob	Cis/Trans	Collisions
LOC643988--KIAA1751	0.27790845	0.07767263	CIS	NaN
LOC643988--GABRD	0.27790845	0.07767263	CIS	NaN
LOC643988--GNB1	0.27790845	0.07767263	CIS	NaN
LOC643988--ZMYM4	0.29183062	0.30261767	CIS	NaN
LOC643988--KLHL21	0.28764379	0.23496964	CIS	NaN
MIB2--MIB2	0.27790845	0.07767263	CIS	NaN
MIB2--KIAA1751	0.27790845	0.07767263	CIS	NaN
MIB2--MMP23B	0.27790845	0.07767263	CIS	NaN
MIB2--CDK11B	0.27790845	0.07767263	CIS	NaN
MIB2--CDK11A	0.27790845	0.07767263	CIS	NaN
MIB2--SLC35E2B	0.27790845	0.07767263	CIS	NaN
MIB2--SPEN	0.28892841	0.25572576	CIS	NaN
MIB2--SLC35E2	0.27790845	0.07767263	CIS	NaN
MIB2--NOL9	0.28764379	0.23496964	CIS	NaN
MMP23B--CDK11B	0.27790845	0.07767263	CIS	NaN
MMP23B--SLC35E2B	0.27790845	0.07767263	CIS	NaN
MMP23B--CDK11A	0.27790845	0.07767263	CIS	NaN
MMP23B--SLC35E2	0.27790845	0.07767263	CIS	NaN
MMP23B--NOL9	0.28764379	0.23496964	CIS	NaN
CDK11B--CDK11B	0.27790845	0.07767263	CIS	NaN
CDK11B--SLC35E2B	0.27790845	0.07767263	CIS	NaN
CDK11B--CDK11A	0.27790845	0.07767263	CIS	NaN
CDK11B--SLC35E2	0.27790845	0.07767263	CIS	NaN
CDK11B--NOL9	0.28764379	0.23496964	CIS	NaN
CDK11B--PRDM16	0.28713138	0.22669044	CIS	NaN
CDK11B--GNB1	0.27790845	0.07767263	CIS	NaN
CDK11B--KIAA1751	0.27790845	0.07767263	CIS	NaN
CDK11B--KIAA2013	0.28585165	0.20601347	CIS	NaN
CDK11B--RER1	0.28249858	0.15183677	CIS	NaN
CDK11B--PEX10	0.28249858	0.15183677	CIS	NaN
CDK11B--EPHA2	0.28892841	0.25572576	CIS	NaN
CDK11B--TTC34	0.28249858	0.15183677	CIS	NaN
CDK11B--EYA3	0.29553726	0.36250701	CIS	NaN
CDK11B--KCNAB2	0.28764379	0.23496964	CIS	NaN
CDK11B--CHD5	0.28764379	0.23496964	CIS	NaN
CDK11B--ZYG11B	0.29265061	0.31586651	CIS	NaN
CDK11B--PLCH2	0.28249858	0.15183677	CIS	NaN
CDK11B--CELA3A	0.29577339	0.36632230	CIS	NaN
CDK11B--IL22RA1	0.29582394	0.36713897	CIS	NaN
CDK11B--PRKCZ	0.27790845	0.07767263	CIS	NaN
CDK11B--RAP1GAP	0.30511847	0.51731368	CIS	NaN
CDK11B--SKI	0.28249858	0.15183677	CIS	NaN
CDK11B--MTOR	0.28585165	0.20601347	CIS	NaN
CDK11B--MORN1	0.28249858	0.15183677	CIS	NaN
CDK11B--EPHB2	0.29690057	0.38453448	CIS	NaN
SLC35E2B--SLC35E2B	0.27790845	0.07767263	CIS	NaN
SLC35E2B--TTC34	0.28249858	0.15183677	CIS	NaN
SLC35E2B--EYA3	0.29553726	0.36250701	CIS	NaN
SLC35E2B--CDK11A	0.27790845	0.07767263	CIS	NaN
SLC35E2B--EPHA2	0.28892841	0.25572576	CIS	NaN
SLC35E2B--KCNAB2	0.28764379	0.23496964	CIS	NaN
SLC35E2B--CHD5	0.28764379	0.23496964	CIS	NaN
SLC35E2B--ZYG11B	0.29265061	0.31586651	CIS	NaN
SLC35E2B--GNB1	0.27790845	0.07767263	CIS	NaN
SLC35E2B--PLCH2	0.28249858	0.15183677	CIS	NaN
SLC35E2B--CELA3A	0.29577339	0.36632230	CIS	NaN
SLC35E2B--IL22RA1	0.29582394	0.36713897	CIS	NaN
SLC35E2B--PRKCZ	0.27790845	0.07767263	CIS	NaN
SLC35E2B--RAP1GAP	0.30511847	0.51731368	CIS	NaN
SLC35E2B--SKI	0.28249858	0.15183677	CIS	NaN
SLC35E2B--MTOR	0.28585165	0.20601347	CIS	NaN
CDK11A--MORN1	0.28249858	0.15183677	CIS	NaN
CDK11A--TTC34	0.28249858	0.15183677	CIS	NaN
CDK11A--EPHB2	0.29690057	0.38453448	CIS	NaN
CDK11A--CDK11A	0.27790845	0.07767263	CIS	NaN
CDK11A--SLC35E2	0.27790845	0.07767263	CIS	NaN
CDK11A--KIAA1751	0.27790845	0.07767263	CIS	NaN
SLC35E2--KIAA1751	0.27790845	0.07767263	CIS	NaN
NADK--KIAA1751	0.27790845	0.07767263	CIS	NaN
GNB1--GNB1	0.27790845	0.07767263	CIS	NaN
GNB1--RCC2	0.29380122	0.33445726	CIS	NaN
GNB1--MMEL1	0.28249858	0.15183677	CIS	NaN
GNB1--IL23R	0.28799320	0.24061525	CIS	NaN
GNB1--SKI	0.28249858	0.15183677	CIS	NaN
GNB1--KIAA1751	0.27790845	0.07767263	CIS	NaN
GNB1--PTCHD2	0.28585165	0.20601347	CIS	NaN
GNB1--C1orf86	0.28249858	0.15183677	CIS	NaN
GNB1--IL22RA1	0.29582394	0.36713897	CIS	NaN
GNB1--GABRD	0.27790845	0.07767263	CIS	NaN
GNB1--ESPN	0.28764379	0.23496964	CIS	NaN
GNB1--TNFRSF25	0.28764379	0.23496964	CIS	NaN
GNB1--PLEKHG5	0.28764379	0.23496964	CIS	NaN
GNB1--NIPAL3	0.29582394	0.36713897	CIS	NaN
GNB1--CLCNKA	0.28892841	0.25572576	CIS	NaN
GNB1--CLCNKB	0.28892841	0.25572576	CIS	NaN
GNB1--CCDC24	0.29311512	0.32337166	CIS	NaN
GNB1--SLC6A9	0.29311512	0.32337166	CIS	NaN
GNB1--FOXJ3	0.29351558	0.32984211	CIS	NaN
GNB1--PRKCZ	0.28249858	0.15183677	CIS	NaN
GNB1--CDA	0.29649139	0.37792319	CIS	NaN
KIAA1751--KIAA1751	0.27790845	0.07767263	CIS	NaN
KIAA1751--PADI2	0.29380122	0.33445726	CIS	NaN
KIAA1751--PRKCZ	0.28249858	0.15183677	CIS	NaN
KIAA1751--C1orf86	0.28249858	0.15183677	CIS	NaN
KIAA1751--RIMS3	0.29282554	0.31869283	CIS	NaN
KIAA1751--ARHGEF16	0.28713138	0.22669044	CIS	NaN
KIAA1751--GABRD	0.27790845	0.07767263	CIS	NaN
KIAA1751--BSDC1	0.29592632	0.36879315	CIS	NaN
KIAA1751--GRHL3	0.29582394	0.36713897	CIS	NaN
KIAA1751--PLA2G2D	0.29649139	0.37792319	CIS	NaN
KIAA1751--GPBP1L1	0.29574079	0.36579557	CIS	NaN
KIAA1751--TMEM69	0.29574079	0.36579557	CIS	NaN
KIAA1751--PLCH2	0.28249858	0.15183677	CIS	NaN
KIAA1751--PRDM16	0.28249858	0.15183677	CIS	NaN
KIAA1751--WDTC1	0.29667042	0.38081583	CIS	NaN
KIAA1751--TPRG1L	0.28713138	0.22669044	CIS	NaN
KIAA1751--WRAP73	0.28713138	0.22669044	CIS	NaN
KIAA1751--PHC2	0.29829966	0.40714005	CIS	NaN
KIAA1751--DNAJC8	0.29553726	0.36250701	CIS	NaN
KIAA1751--SKI	0.28249858	0.15183677	CIS	NaN
KIAA1751--AJAP1	0.28740466	0.23110595	CIS	NaN
KIAA1751--VPS13D	0.28658170	0.21780920	CIS	NaN
KIAA1751--MORN1	0.28249858	0.15183677	CIS	NaN
KIAA1751--MFN2	0.28658170	0.21780920	CIS	NaN
KIAA1751--MIIP	0.28658170	0.21780920	CIS	NaN
KIAA1751--TP73	0.28713138	0.22669044	CIS	NaN
KIAA1751--MEGF6	0.28713138	0.22669044	CIS	NaN
KIAA1751--SMAP2	0.28966036	0.26755206	CIS	NaN
KIAA1751--ROR1	0.28930732	0.26184781	CIS	NaN
GABRD--TPRG1L	0.28713138	0.22669044	CIS	NaN
GABRD--C1orf86	0.28249858	0.15183677	CIS	NaN
GABRD--MORN1	0.28249858	0.15183677	CIS	NaN
GABRD--PRKCZ	0.28249858	0.15183677	CIS	NaN
GABRD--MFN2	0.28658170	0.21780920	CIS	NaN
GABRD--MIIP	0.28658170	0.21780920	CIS	NaN
GABRD--GABRD	0.27790845	0.07767263	CIS	NaN
GABRD--TP73	0.28713138	0.22669044	CIS	NaN
GABRD--SKI	0.28249858	0.15183677	CIS	NaN
GABRD--MEGF6	0.28713138	0.22669044	CIS	NaN
GABRD--SMAP2	0.28966036	0.26755206	CIS	NaN
GABRD--ROR1	0.28930732	0.26184781	CIS	NaN
PRKCZ--PRKCZ	0.28249858	0.15183677	CIS	NaN
PRKCZ--C1orf86	0.28249858	0.15183677	CIS	NaN
PRKCZ--MMEL1	0.28249858	0.15183677	CIS	NaN
PRKCZ--SKI	0.28249858	0.15183677	CIS	NaN
PRKCZ--DNAJC11	0.28764379	0.23496964	CIS	NaN
PRKCZ--SCMH1	0.29282554	0.31869283	CIS	NaN
PRKCZ--LRRC41	0.29574079	0.36579557	CIS	NaN
PRKCZ--MORN1	0.28249858	0.15183677	CIS	NaN
PRKCZ--PRDM16	0.28713138	0.22669044	CIS	NaN
PRKCZ--FBXO2	0.28585165	0.20601347	CIS	NaN
PRKCZ--FBXO44	0.28585165	0.20601347	CIS	NaN
PRKCZ--PADI2	0.29380122	0.33445726	CIS	NaN
PRKCZ--NPHP4	0.28997338	0.27260968	CIS	NaN
PRKCZ--MAGI3	0.27655943	0.05587612	CIS	NaN
PRKCZ--AKR7A2	0.29286113	0.31926799	CIS	NaN
PRKCZ--ARID1A	0.30157043	0.45998690	CIS	NaN
PRKCZ--MEGF6	0.29187383	0.30331586	CIS	NaN
PRKCZ--RER1	0.28716451	0.22722586	CIS	NaN
PRKCZ--PEX10	0.28716451	0.22722586	CIS	NaN
PRKCZ--PANK4	0.28716451	0.22722586	CIS	NaN
PRKCZ--CEP104	0.29187383	0.30331586	CIS	NaN
PRKCZ--ARHGEF16	0.29187383	0.30331586	CIS	NaN
PRKCZ--TPRG1L	0.29187383	0.30331586	CIS	NaN
PRKCZ--WRAP73	0.29187383	0.30331586	CIS	NaN
PRKCZ--TTC34	0.28716451	0.22722586	CIS	NaN
PRKCZ--ALPL	0.31015801	0.59873924	CIS	NaN
PRKCZ--ARHGEF19	0.29370055	0.33283075	CIS	NaN
PRKCZ--ERRFI1	0.29306725	0.32259833	CIS	NaN
PRKCZ--LRRC38	0.29493047	0.35270290	CIS	NaN
PRKCZ--UBR4	0.29769823	0.39742248	CIS	NaN
PRKCZ--HES5	0.28716451	0.22722586	CIS	NaN
PRKCZ--TNFRSF14	0.28716451	0.22722586	CIS	NaN
PRKCZ--NFYC	0.29766204	0.39683783	CIS	NaN
C1orf86--RER1	0.28716451	0.22722586	CIS	NaN
C1orf86--PEX10	0.28716451	0.22722586	CIS	NaN
C1orf86--C1orf86	0.28716451	0.22722586	CIS	NaN
C1orf86--SKI	0.28716451	0.22722586	CIS	NaN
C1orf86--ERRFI1	0.29306725	0.32259833	CIS	NaN
C1orf86--LRRC38	0.29493047	0.35270290	CIS	NaN
C1orf86--PRDM16	0.29187383	0.30331586	CIS	NaN
C1orf86--UBR4	0.29769823	0.39742248	CIS	NaN
C1orf86--HES5	0.28716451	0.22722586	CIS	NaN
C1orf86--TNFRSF14	0.28716451	0.22722586	CIS	NaN
C1orf86--NFYC	0.29766204	0.39683783	CIS	NaN
C1orf86--HSPG2	0.30065859	0.44525398	CIS	NaN
C1orf86--ZBTB40	0.30065859	0.44525398	CIS	NaN
C1orf86--CEP104	0.29187383	0.30331586	CIS	NaN
C1orf86--MORN1	0.28716451	0.22722586	CIS	NaN
SKI--SKI	0.28716451	0.22722586	CIS	NaN
SKI--CELA2A	0.29165567	0.29979088	CIS	NaN
SKI--PRDM16	0.29187383	0.30331586	CIS	NaN
SKI--CSMD2	0.30364294	0.49347315	CIS	NaN
SKI--ARHGEF16	0.29187383	0.30331586	CIS	NaN
SKI--PLCH2	0.28716451	0.22722586	CIS	NaN
SKI--SDHB	0.29865384	0.41286263	CIS	NaN
SKI--PAFAH2	0.29669871	0.38127297	CIS	NaN
SKI--FOXJ3	0.29836349	0.40817126	CIS	NaN
SKI--AJAP1	0.29215163	0.30780430	CIS	NaN
SKI--KDM1A	0.30180439	0.46376696	CIS	NaN
SKI--TP73	0.29187383	0.30331586	CIS	NaN
SKI--NOL9	0.29239471	0.31173181	CIS	NaN
SKI--PHF13	0.29239471	0.31173181	CIS	NaN
SKI--DNAJC11	0.29239471	0.31173181	CIS	NaN
SKI--ARID1A	0.30157043	0.45998690	CIS	NaN
SKI--EPB41	0.30051521	0.44293731	CIS	NaN
SKI--PANK4	0.28716451	0.22722586	CIS	NaN
SKI--RER1	0.28716451	0.22722586	CIS	NaN
SKI--PEX10	0.28716451	0.22722586	CIS	NaN
SKI--TGFBR3	0.28126239	0.13186326	CIS	NaN
SKI--HES5	0.28716451	0.22722586	CIS	NaN
SKI--TNFRSF14	0.28716451	0.22722586	CIS	NaN
SKI--MEGF6	0.29187383	0.30331586	CIS	NaN
SKI--BRDT	0.28126239	0.13186326	CIS	NaN
SKI--MORN1	0.28716451	0.22722586	CIS	NaN
SKI--TTC34	0.28716451	0.22722586	CIS	NaN
SKI--SLC9A1	0.30157043	0.45998690	CIS	NaN
SKI--TAS1R2	0.29769823	0.39742248	CIS	NaN
SKI--MMEL1	0.28716451	0.22722586	CIS	NaN
SKI--SPEN	0.29370055	0.33283075	CIS	NaN
SKI--EPHX4	0.28126239	0.13186326	CIS	NaN
SKI--COL16A1	0.30081404	0.44776564	CIS	NaN
SKI--PRDM2	0.29397113	0.33720261	CIS	NaN
SKI--EPHB2	0.30180439	0.46376696	CIS	NaN
SKI--DNAJC16	0.29165567	0.29979088	CIS	NaN
SKI--AGMAT	0.29165567	0.29979088	CIS	NaN
MORN1--MORN1	0.28716451	0.22722586	CIS	NaN
MORN1--DNALI1	0.30142929	0.45770638	CIS	NaN
MORN1--TRIM63	0.29669871	0.38127297	CIS	NaN
MORN1--MINOS1	0.29769823	0.39742248	CIS	NaN
MORN1--C1orf151-NBL1	0.29769823	0.39742248	CIS	NaN
MORN1--MACF1	0.30077434	0.44712417	CIS	NaN
MORN1--RER1	0.28716451	0.22722586	CIS	NaN
MORN1--PEX10	0.28716451	0.22722586	CIS	NaN
MORN1--PRDM16	0.29187383	0.30331586	CIS	NaN
MORN1--PLCH2	0.28716451	0.22722586	CIS	NaN
MORN1--MMEL1	0.28716451	0.22722586	CIS	NaN
MORN1--TTC34	0.28716451	0.22722586	CIS	NaN
MORN1--MEGF6	0.29187383	0.30331586	CIS	NaN
MORN1--ARID1A	0.30157043	0.45998690	CIS	NaN
MORN1--SLC25A34	0.29370055	0.33283075	CIS	NaN
MORN1--TMEM82	0.29370055	0.33283075	CIS	NaN
MORN1--HES5	0.28716451	0.22722586	CIS	NaN
MORN1--TNFRSF14	0.28716451	0.22722586	CIS	NaN
MORN1--NBPF1	0.29370055	0.33283075	CIS	NaN
MORN1--FAM213B	0.28716451	0.22722586	CIS	NaN
MORN1--SELRC1	0.29748423	0.39396483	CIS	NaN
RER1--FAM213B	0.28716451	0.22722586	CIS	NaN
RER1--MMEL1	0.28716451	0.22722586	CIS	NaN
RER1--SELRC1	0.29748423	0.39396483	CIS	NaN
RER1--PLCH2	0.28716451	0.22722586	CIS	NaN
RER1--RER1	0.28716451	0.22722586	CIS	NaN
RER1--PEX10	0.28716451	0.22722586	CIS	NaN
RER1--PRDM16	0.29187383	0.30331586	CIS	NaN
RER1--PTPRF	0.29795641	0.40159393	CIS	NaN
RER1--AJAP1	0.29215163	0.30780430	CIS	NaN
RER1--ACTRT2	0.28716451	0.22722586	CIS	NaN
PEX10--PEX10	0.28716451	0.22722586	CIS	NaN
PEX10--PRDM16	0.29187383	0.30331586	CIS	NaN
PEX10--PTPRF	0.29795641	0.40159393	CIS	NaN
PEX10--PLCH2	0.28716451	0.22722586	CIS	NaN
PEX10--AJAP1	0.29215163	0.30780430	CIS	NaN
PEX10--ACTRT2	0.28716451	0.22722586	CIS	NaN
PLCH2--PLCH2	0.28716451	0.22722586	CIS	NaN
PLCH2--FAM213B	0.28716451	0.22722586	CIS	NaN
PLCH2--MMEL1	0.28716451	0.22722586	CIS	NaN
PLCH2--HES5	0.28716451	0.22722586	CIS	NaN
PLCH2--TNFRSF14	0.28716451	0.22722586	CIS	NaN
PLCH2--CEP104	0.29187383	0.30331586	CIS	NaN
PLCH2--MTOR	0.29057297	0.28229737	CIS	NaN
PLCH2--TTC34	0.28716451	0.22722586	CIS	NaN
PLCH2--ACOT7	0.29239471	0.31173181	CIS	NaN
PLCH2--CELA2A	0.29165567	0.29979088	CIS	NaN
PLCH2--VPS13D	0.29131508	0.29428793	CIS	NaN
PLCH2--JAK1	0.29314180	0.32380277	CIS	NaN
PLCH2--CAMTA1	0.29239471	0.31173181	CIS	NaN
PLCH2--WASF2	0.30157043	0.45998690	CIS	NaN
PLCH2--HIVEP3	0.29836349	0.40817126	CIS	NaN
PLCH2--ARHGEF10L	0.29865384	0.41286263	CIS	NaN
PLCH2--ACTRT2	0.28716451	0.22722586	CIS	NaN
PLCH2--MEGF6	0.29187383	0.30331586	CIS	NaN
PLCH2--PRDM16	0.29187383	0.30331586	CIS	NaN
PLCH2--DFFB	0.29187383	0.30331586	CIS	NaN
PLCH2--WRAP73	0.29187383	0.30331586	CIS	NaN
PLCH2--TP73	0.29187383	0.30331586	CIS	NaN
PANK4--CEP104	0.29187383	0.30331586	CIS	NaN
PANK4--DFFB	0.29187383	0.30331586	CIS	NaN
PANK4--PRDM16	0.29187383	0.30331586	CIS	NaN
PANK4--TTC34	0.28716451	0.22722586	CIS	NaN
PANK4--DHRS3	0.29131508	0.29428793	CIS	NaN
PANK4--CAMTA1	0.29239471	0.31173181	CIS	NaN
PANK4--TP73	0.29187383	0.30331586	CIS	NaN
HES5--HES5	0.28716451	0.22722586	CIS	NaN
HES5--TNFRSF14	0.28716451	0.22722586	CIS	NaN
HES5--PRDM16	0.29187383	0.30331586	CIS	NaN
HES5--MMEL1	0.28716451	0.22722586	CIS	NaN
HES5--FAM213B	0.28716451	0.22722586	CIS	NaN
HES5--C1orf174	0.29187383	0.30331586	CIS	NaN
HES5--CAMTA1	0.29239471	0.31173181	CIS	NaN
HES5--TTC34	0.28716451	0.22722586	CIS	NaN
HES5--MEGF6	0.29187383	0.30331586	CIS	NaN
HES5--KCNAB2	0.29239471	0.31173181	CIS	NaN
HES5--ARHGEF16	0.29187383	0.30331586	CIS	NaN
HES5--CEP104	0.29187383	0.30331586	CIS	NaN
TNFRSF14--TNFRSF14	0.28716451	0.22722586	CIS	NaN
TNFRSF14--PRDM16	0.29187383	0.30331586	CIS	NaN
TNFRSF14--MMEL1	0.28716451	0.22722586	CIS	NaN
TNFRSF14--FAM213B	0.28716451	0.22722586	CIS	NaN
TNFRSF14--C1orf174	0.29187383	0.30331586	CIS	NaN
TNFRSF14--CAMTA1	0.29239471	0.31173181	CIS	NaN
TNFRSF14--TTC34	0.28716451	0.22722586	CIS	NaN
TNFRSF14--MEGF6	0.29187383	0.30331586	CIS	NaN
TNFRSF14--KCNAB2	0.29239471	0.31173181	CIS	NaN
TNFRSF14--ARHGEF16	0.29187383	0.30331586	CIS	NaN
TNFRSF14--CEP104	0.29187383	0.30331586	CIS	NaN
FAM213B--CELA3A	0.30065859	0.44525398	CIS	NaN
FAM213B--USP24	0.29563803	0.36413515	CIS	NaN
FAM213B--CLCNKA	0.29370055	0.33283075	CIS	NaN
FAM213B--CASZ1	0.29567488	0.36473055	CIS	NaN
FAM213B--TTC34	0.28716451	0.22722586	CIS	NaN
MMEL1--CELA3A	0.30065859	0.44525398	CIS	NaN
MMEL1--USP24	0.29563803	0.36413515	CIS	NaN
MMEL1--CLCNKA	0.29370055	0.33283075	CIS	NaN
MMEL1--CASZ1	0.29567488	0.36473055	CIS	NaN
MMEL1--TTC34	0.28716451	0.22722586	CIS	NaN
MMEL1--CAMTA1	0.29239471	0.31173181	CIS	NaN
TTC34--ST3GAL3	0.29795641	0.40159393	CIS	NaN
TTC34--TTC34	0.28716451	0.22722586	CIS	NaN
TTC34--DHDDS	0.29669871	0.38127297	CIS	NaN
TTC34--NBPF3	0.31015801	0.59873924	CIS	NaN
TTC34--ACOT7	0.29239471	0.31173181	CIS	NaN
TTC34--PTCHD2	0.29057297	0.28229737	CIS	NaN
TTC34--TAS1R2	0.29769823	0.39742248	CIS	NaN
TTC34--PRDM16	0.28716451	0.22722586	CIS	NaN
TTC34--TPRG1L	0.29187383	0.30331586	CIS	NaN
TTC34--PADI1	0.29865384	0.41286263	CIS	NaN
TTC34--AMPD2	0.28530225	0.19713667	CIS	NaN
TTC34--ACTRT2	0.28716451	0.22722586	CIS	NaN
TTC34--H6PD	0.30095612	0.45006118	CIS	NaN
TTC34--ICMT	0.29239471	0.31173181	CIS	NaN
TTC34--TP73	0.29187383	0.30331586	CIS	NaN
TTC34--ZBTB17	0.29370055	0.33283075	CIS	NaN
TTC34--KCNAB2	0.29239471	0.31173181	CIS	NaN
TTC34--MEGF6	0.29187383	0.30331586	CIS	NaN
ACTRT2--PRDM16	0.29187383	0.30331586	CIS	NaN
ACTRT2--CASZ1	0.29567488	0.36473055	CIS	NaN
ACTRT2--AJAP1	0.29215163	0.30780430	CIS	NaN
ACTRT2--TPRG1L	0.29187383	0.30331586	CIS	NaN
ACTRT2--KCNAB2	0.29239471	0.31173181	CIS	NaN
ACTRT2--MEGF6	0.29187383	0.30331586	CIS	NaN
PRDM16--ARHGEF16	0.29187383	0.30331586	CIS	NaN
PRDM16--PRDM16	0.29187383	0.30331586	CIS	NaN
PRDM16--CSMD2	0.30364294	0.49347315	CIS	NaN
PRDM16--MEGF6	0.29187383	0.30331586	CIS	NaN
PRDM16--S100PBP	0.30322659	0.48674590	CIS	NaN
PRDM16--WRAP73	0.29187383	0.30331586	CIS	NaN
PRDM16--CEP104	0.29187383	0.30331586	CIS	NaN
PRDM16--SPSB1	0.30095612	0.45006118	CIS	NaN
PRDM16--TPRG1L	0.29666038	0.38065369	CIS	NaN
PRDM16--KCNAB2	0.29718980	0.38920765	CIS	NaN
PRDM16--AJAP1	0.29694274	0.38521574	CIS	NaN
PRDM16--AHCYL1	0.28998103	0.27273323	CIS	NaN
PRDM16--KAZN	0.29643864	0.37707090	CIS	NaN
PRDM16--C1orf130	0.30564143	0.52576327	CIS	NaN
PRDM16--CDCA8	0.30637254	0.53757612	CIS	NaN
PRDM16--NEGR1	0.29789141	0.40054381	CIS	NaN
PRDM16--PADI4	0.30355158	0.49199696	CIS	NaN
PRDM16--MAST2	0.30555552	0.52437530	CIS	NaN
PRDM16--TP73	0.29666038	0.38065369	CIS	NaN
PRDM16--IGSF21	0.29888748	0.41663758	CIS	NaN
PRDM16--HIVEP3	0.30325646	0.48722865	CIS	NaN
PRDM16--CLIC4	0.30361370	0.49300058	CIS	NaN
PRDM16--PER3	0.29687070	0.38405176	CIS	NaN
PRDM16--UBE4B	0.30052376	0.44307554	CIS	NaN
PRDM16--CSF3R	0.30430642	0.50419320	CIS	NaN
PRDM16--ACOT7	0.29718980	0.38920765	CIS	NaN
PRDM16--GLIS1	0.30310553	0.48479003	CIS	NaN
PRDM16--ESPN	0.29718980	0.38920765	CIS	NaN
PRDM16--TNFRSF25	0.29718980	0.38920765	CIS	NaN
PRDM16--PLEKHG5	0.29718980	0.38920765	CIS	NaN
PRDM16--NOL9	0.29718980	0.38920765	CIS	NaN
PRDM16--EPHB2	0.30675379	0.54373609	CIS	NaN
PRDM16--GJB4	0.30151558	0.45910071	CIS	NaN
PRDM16--MINOS1	0.30258030	0.47630360	CIS	NaN
PRDM16--C1orf151-NBL1	0.30258030	0.47630360	CIS	NaN
PRDM16--DDI2	0.29643864	0.37707090	CIS	NaN
PRDM16--TARDBP	0.29533819	0.35929051	CIS	NaN
PRDM16--EDN2	0.30254352	0.47570936	CIS	NaN
PRDM16--UBR4	0.30258030	0.47630360	CIS	NaN
PRDM16--CDA	0.30633103	0.53690539	CIS	NaN
PRDM16--ZYG11B	0.30236279	0.47278924	CIS	NaN
PRDM16--NBPF1	0.29851706	0.41065260	CIS	NaN
PRDM16--PDE4B	0.29940003	0.42491908	CIS	NaN
PRDM16--DFFB	0.29666038	0.38065369	CIS	NaN
ARHGEF16--KCNAB2	0.29718980	0.38920765	CIS	NaN
ARHGEF16--MEGF6	0.29666038	0.38065369	CIS	NaN
ARHGEF16--ARHGEF16	0.29666038	0.38065369	CIS	NaN
ARHGEF16--TP73	0.29666038	0.38065369	CIS	NaN
ARHGEF16--AJAP1	0.29694274	0.38521574	CIS	NaN
ARHGEF16--CAMTA1	0.29718980	0.38920765	CIS	NaN
ARHGEF16--MRPL37	0.30310553	0.48479003	CIS	NaN
ARHGEF16--TPRG1L	0.29666038	0.38065369	CIS	NaN
ARHGEF16--CHD5	0.29718980	0.38920765	CIS	NaN
ARHGEF16--ARHGEF10L	0.30355158	0.49199696	CIS	NaN
MEGF6--TNFRSF8	0.29609247	0.37147770	CIS	NaN
MEGF6--CEP104	0.29666038	0.38065369	CIS	NaN
MEGF6--MEGF6	0.29666038	0.38065369	CIS	NaN
MEGF6--AJAP1	0.29694274	0.38521574	CIS	NaN
MEGF6--TP73	0.29666038	0.38065369	CIS	NaN
MEGF6--THRAP3	0.30430642	0.50419320	CIS	NaN
MEGF6--DFFB	0.29666038	0.38065369	CIS	NaN
MEGF6--WRAP73	0.29666038	0.38065369	CIS	NaN
MEGF6--TPRG1L	0.29666038	0.38065369	CIS	NaN
MEGF6--FAF1	0.30176754	0.46317156	CIS	NaN
MEGF6--GPR157	0.30589161	0.52980555	CIS	NaN
MEGF6--PAX7	0.30258030	0.47630360	CIS	NaN
MEGF6--KIAA2013	0.29533819	0.35929051	CIS	NaN
MEGF6--NOTCH2	0.29057627	0.28235066	CIS	NaN
MEGF6--TMEM59	0.30310553	0.48479003	CIS	NaN
MEGF6--TCEANC2	0.30310553	0.48479003	CIS	NaN
MEGF6--HSPG2	0.30558920	0.52491951	CIS	NaN
MEGF6--CSMD2	0.30862250	0.57392944	CIS	NaN
MEGF6--PLA2G2E	0.30633103	0.53690539	CIS	NaN
MEGF6--NPHP4	0.29959671	0.42809685	CIS	NaN
MEGF6--ATPAF1	0.30384702	0.49677047	CIS	NaN
MEGF6--EPHB2	0.30675379	0.54373609	CIS	NaN
MEGF6--PTCHD2	0.29533819	0.35929051	CIS	NaN
MEGF6--C1orf174	0.29666038	0.38065369	CIS	NaN
MEGF6--TMEM51	0.29643864	0.37707090	CIS	NaN
TPRG1L--WRAP73	0.29666038	0.38065369	CIS	NaN
TPRG1L--TPRG1L	0.29666038	0.38065369	CIS	NaN
TPRG1L--TP73	0.29666038	0.38065369	CIS	NaN
TPRG1L--KANK4	0.30382977	0.49649176	CIS	NaN
TPRG1L--FOXJ3	0.30325646	0.48722865	CIS	NaN
TPRG1L--AK2	0.30819931	0.56709187	CIS	NaN
TPRG1L--CASZ1	0.30052376	0.44307554	CIS	NaN
TPRG1L--CASQ2	0.28841110	0.24736741	CIS	NaN
TPRG1L--CAMTA1	0.29718980	0.38920765	CIS	NaN
TPRG1L--CEP104	0.29666038	0.38065369	CIS	NaN
TPRG1L--DFFB	0.29666038	0.38065369	CIS	NaN
TPRG1L--PEX14	0.30052376	0.44307554	CIS	NaN
TPRG1L--CSMD2	0.30862250	0.57392944	CIS	NaN
TPRG1L--NBPF1	0.29851706	0.41065260	CIS	NaN
TPRG1L--ZYG11A	0.30236279	0.47278924	CIS	NaN
WRAP73--WRAP73	0.29666038	0.38065369	CIS	NaN
WRAP73--TP73	0.29666038	0.38065369	CIS	NaN
WRAP73--NBPF1	0.29851706	0.41065260	CIS	NaN
WRAP73--ZYG11A	0.30236279	0.47278924	CIS	NaN
